Year,Product,Unit,Species,Average,Min,Max,Num_Reports,Prior_Year_Avg
2018,SAWLOG,MBF,SUGAR MAPLE,157.0,58.0,473.0,449.0,183.0
2018,SAWLOG,MBF,WHITE BIRCH,143.0,30.0,340.0,448.0,158.0
2018,SAWLOG,MBF,WHITE OAK,169.0,20.0,364.0,67.0,162.0
2018,SAWLOG,MBF,WHITE PINE,172.0,45.0,300.0,1036.0,171.0
2018,SAWLOG,MBF,YELLOW BIRCH,146.0,40.0,350.0,373.0,163.0
2018,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2018,BOLTWOOD,MBF,CEDAR,,,,,
2018,BOLTWOOD,MBF,RED OAK,,,,,
2018,BOLTWOOD,MBF,RED/WHITE MAPLE,,,,,
2018,BOLTWOOD,MBF,SUGAR MAPLE,141.0,102.0,234.0,19.0,102.0
2018,BOLTWOOD,MBF,WHITE BIRCH,158.0,25.0,284.0,214.0,129.0
2018,BOLTWOOD,MBF,YELLOW BIRCH,136.0,45.0,196.0,28.0,138.0
2018,FIREWOOD,cord,ALL SPECIES,24.0,10.0,50.0,672.0,22.0
2018,PALLETWOOD,MBF,HARDWOOD,92.0,11.0,275.0,461.0,79.0
2018,PALLETWOOD,MBF,SOFTWOOD,52.0,12.0,150.0,477.0,46.0
2018,STUDWOOD,ton,OTHER SPECIES,16.0,2.0,40.0,193.0,12.0
2018,STUDWOOD,ton,SPRUCE & FIR,30.0,5.0,50.0,518.0,22.0
2018,VENEER,MBF,ASH,323.0,200.0,620.0,21.0,419.0
2018,VENEER,MBF,ASPEN/POPLAR,197.0,140.0,329.0,13.0,104.0
2018,VENEER,MBF,BEECH,,,,,
2018,VENEER,MBF,RED OAK,648.0,250.0,1189.0,312.0,687.0
2018,VENEER,MBF,RED/WHITE MAPLE,426.0,156.0,1000.0,19.0,463.0
2018,VENEER,MBF,SUGAR MAPLE,835.0,200.0,1351.0,189.0,792.0
2018,VENEER,MBF,WHITE BIRCH,386.0,200.0,1119.0,160.0,591.0
2018,VENEER,MBF,WHITE OAK,571.0,250.0,1250.0,16.0,344.0
2018,VENEER,MBF,YELLOW BIRCH,792.0,245.0,1267.0,192.0,960.0
2018,PULPWOOD,ton,ASPEN/POPLAR,10.0,2.0,21.0,382.0,9.0
2018,PULPWOOD,ton,CEDAR,15.0,1.0,22.0,78.0,15.0
2018,PULPWOOD,ton,HEMLOCK,4.0,1.0,10.0,365.0,4.0
2018,PULPWOOD,ton,MIXED HARDWOOD,8.0,2.0,18.0,1316.0,7.0
2018,PULPWOOD,ton,RED PINE,7.0,1.0,8.0,21.0,7.0
2018,PULPWOOD,ton,SPRUCE & FIR,6.0,1.0,16.0,378.0,5.0
2018,PULPWOOD,ton,WHITE PINE,3.0,0.5,10.0,438.0,3.0
2019,BIOMASS,ton,ALL SPECIES,1.39,0.5,4.0,511.0,1.48
2019,SAWLOG,MBF,ASH,197.0,58.0,375.0,497.0,168.0
2019,SAWLOG,MBF,ASPEN/POPLAR,98.0,16.0,200.0,83.0,95.0
2019,SAWLOG,MBF,BEECH,133.0,10.0,192.0,39.0,103.0
2019,SAWLOG,MBF,CEDAR,104.0,33.0,175.0,115.0,141.0
2019,SAWLOG,MBF,HEMLOCK,67.0,25.0,123.0,479.0,69.0
2019,SAWLOG,MBF,RED OAK,265.0,75.0,525.0,545.0,311.0
2019,SAWLOG,MBF,RED PINE,72.0,20.0,150.0,70.0,59.0
2019,SAWLOG,MBF,RED/WHITE MAPLE,157.0,40.0,342.0,469.0,126.0
2019,SAWLOG,MBF,SPRUCE & FIR,128.0,38.0,245.0,577.0,180.0
2019,SAWLOG,MBF,SUGAR MAPLE,254.0,60.0,490.0,483.0,157.0
2019,SAWLOG,MBF,WHITE BIRCH,158.0,50.0,370.0,466.0,143.0
2019,SAWLOG,MBF,WHITE OAK,135.0,40.0,370.0,74.0,169.0
2019,SAWLOG,MBF,WHITE PINE,175.0,32.0,311.0,1046.0,172.0
2019,SAWLOG,MBF,YELLOW BIRCH,198.0,56.0,398.0,434.0,146.0
2019,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2019,BOLTWOOD,MBF,CEDAR,,,,,
2019,BOLTWOOD,MBF,RED OAK,,,,,
2019,BOLTWOOD,MBF,RED/WHITE MAPLE,163.0,75.0,185.0,10.0,
2019,BOLTWOOD,MBF,SUGAR MAPLE,137.0,65.0,218.0,13.0,141.0
2019,BOLTWOOD,MBF,WHITE BIRCH,158.0,35.0,390.0,207.0,158.0
2019,BOLTWOOD,MBF,YELLOW BIRCH,187.0,50.0,275.0,27.0,136.0
2019,FIREWOOD,cord,ALL SPECIES,25.0,10.0,42.0,616.0,24.0
2019,PALLETWOOD,MBF,HARDWOOD,97.0,13.0,255.0,549.0,92.0
2019,PALLETWOOD,MBF,SOFTWOOD,55.0,12.0,140.0,467.0,52.0
2019,STUDWOOD,ton,OTHER SPECIES,8.0,2.0,44.0,157.0,16.0
2019,STUDWOOD,ton,SPRUCE & FIR,26.0,6.0,46.0,468.0,30.0
2019,PULPWOOD,ton,ASPEN/POPLAR,11.0,4.0,20.0,336.0,10.0
2019,PULPWOOD,ton,CEDAR,15.0,0.5,20.0,59.0,15.0
2019,PULPWOOD,ton,HEMLOCK,5.0,1.0,9.0,398.0,4.0
2019,PULPWOOD,ton,MIXED HARDWOOD,9.0,2.0,19.0,1302.0,8.0
2019,PULPWOOD,ton,RED PINE,4.0,3.0,7.0,13.0,7.0
2019,PULPWOOD,ton,SPRUCE & FIR,5.0,1.0,16.0,511.0,6.0
2019,PULPWOOD,ton,WHITE PINE,3.0,0.8,8.0,523.0,3.0
2019,VENEER,MBF,ASH,493.0,298.0,700.0,30.0,323.0
2019,VENEER,MBF,ASPEN/POPLAR,,,,,
2019,VENEER,MBF,BEECH,,,,,
2019,VENEER,MBF,RED OAK,622.0,242.0,1150.0,314.0,648.0
2019,VENEER,MBF,RED/WHITE MAPLE,519.0,398.0,1020.0,31.0,426.0
2019,VENEER,MBF,SUGAR MAPLE,836.0,255.0,1400.0,182.0,835.0
2019,VENEER,MBF,WHITE BIRCH,592.0,250.0,1200.0,153.0,386.0
2019,VENEER,MBF,WHITE OAK,602.0,550.0,743.0,4.0,571.0
2019,VENEER,MBF,YELLOW BIRCH,804.0,250.0,1400.0,180.0,792.0
2020,BIOMASS,ton,ALL SPECIES,1.44,0.4,5.0,515.0,1.39
2020,SAWLOG,MBF,ASH,177.0,56.0,347.0,477.0,197.0
2020,SAWLOG,MBF,ASPEN/POPLAR,97.0,30.0,245.0,74.0,98.0
2020,SAWLOG,MBF,BEECH,127.0,10.0,256.0,44.0,133.0
2020,SAWLOG,MBF,CEDAR,101.0,20.0,175.0,134.0,104.0
2020,SAWLOG,MBF,HEMLOCK,61.0,25.0,125.0,409.0,67.0
2020,SAWLOG,MBF,RED OAK,251.0,100.0,480.0,487.0,265.0
2020,SAWLOG,MBF,RED PINE,62.0,20.0,147.0,67.0,72.0
2020,SAWLOG,MBF,RED/WHITE MAPLE,115.0,50.0,330.0,455.0,157.0
2020,SAWLOG,MBF,SPRUCE & FIR,118.0,45.0,196.0,476.0,128.0
2020,SAWLOG,MBF,SUGAR MAPLE,186.0,75.0,431.0,441.0,254.0
2020,SAWLOG,MBF,WHITE BIRCH,133.0,50.0,320.0,417.0,158.0
2020,SAWLOG,MBF,WHITE OAK,175.0,50.0,315.0,60.0,135.0
2020,SAWLOG,MBF,WHITE PINE,168.0,65.0,251.0,915.0,175.0
2020,SAWLOG,MBF,YELLOW BIRCH,150.0,50.0,331.0,379.0,198.0
2020,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2020,BOLTWOOD,MBF,CEDAR,,,,,
2020,BOLTWOOD,MBF,RED OAK,,,,,
2020,BOLTWOOD,MBF,RED/WHITE MAPLE,111.0,101.0,120.0,4.0,163.0
2020,BOLTWOOD,MBF,SUGAR MAPLE,128.0,125.0,179.0,15.0,137.0
2020,BOLTWOOD,MBF,WHITE BIRCH,168.0,45.0,298.0,158.0,158.0
2020,BOLTWOOD,MBF,YELLOW BIRCH,123.0,93.0,154.0,15.0,187.0
2020,FIREWOOD,cord,ALL SPECIES,24.0,10.0,40.0,556.0,25.0
2020,PALLETWOOD,MBF,HARDWOOD,89.0,10.0,225.0,581.0,97.0
2020,PALLETWOOD,MBF,SOFTWOOD,46.0,10.0,100.0,482.0,55.0
2020,STUDWOOD,ton,OTHER SPECIES,11.0,3.0,28.0,126.0,8.0
2020,STUDWOOD,ton,SPRUCE & FIR,22.0,5.0,35.0,396.0,26.0
2020,PULPWOOD,ton,ASPEN/POPLAR,11.0,3.0,19.0,265.0,11.0
2020,PULPWOOD,ton,CEDAR,13.0,1.0,21.0,69.0,15.0
2020,PULPWOOD,ton,HEMLOCK,4.0,0.46,10.0,404.0,5.0
2020,PULPWOOD,ton,MIXED HARDWOOD,9.0,2.0,16.0,1051.0,9.0
2020,PULPWOOD,ton,RED PINE,3.0,2.0,6.0,9.0,4.0
2020,PULPWOOD,ton,SPRUCE & FIR,6.0,0.96,15.0,404.0,5.0
2020,PULPWOOD,ton,WHITE PINE,3.0,1.0,8.0,371.0,3.0
2020,VENEER,MBF,ASH,415.0,240.0,640.0,21.0,493.0
2020,VENEER,MBF,ASPEN/POPLAR,,,,,
2020,VENEER,MBF,BEECH,,,,,
2020,VENEER,MBF,RED OAK,656.0,200.0,1275.0,288.0,622.0
2020,VENEER,MBF,RED/WHITE MAPLE,513.0,158.0,1315.0,31.0,519.0
2020,VENEER,MBF,SUGAR MAPLE,824.0,300.0,1569.0,187.0,836.0
2020,VENEER,MBF,WHITE BIRCH,606.0,170.0,1050.0,168.0,592.0
2020,VENEER,MBF,WHITE OAK,490.0,375.0,1000.0,6.0,602.0
2020,VENEER,MBF,YELLOW BIRCH,856.0,250.0,1325.0,177.0,804.0
2021,BIOMASS,ton,ALL SPECIES,2.0,0.5,5.0,384.0,1.0
2021,SAWLOG,MBF,ASH,213.0,60.0,374.0,415.0,177.0
2021,SAWLOG,MBF,ASPEN/POPLAR,83.0,40.0,190.0,76.0,97.0
2021,SAWLOG,MBF,BEECH,119.0,40.0,175.0,47.0,127.0
2021,SAWLOG,MBF,CEDAR,101.0,60.0,150.0,73.0,101.0
2021,SAWLOG,MBF,HEMLOCK,62.0,26.0,119.0,394.0,61.0
2021,SAWLOG,MBF,RED OAK,311.0,88.0,595.0,415.0,251.0
2021,SAWLOG,MBF,RED PINE,44.0,5.0,150.0,69.0,62.0
2021,SAWLOG,MBF,RED/WHITE MAPLE,197.0,60.0,378.0,421.0,115.0
2021,SAWLOG,MBF,SPRUCE & FIR,148.0,29.0,225.0,432.0,118.0
2021,SAWLOG,MBF,SUGAR MAPLE,353.0,95.0,535.0,398.0,186.0
2021,SAWLOG,MBF,WHITE BIRCH,160.0,33.0,340.0,355.0,133.0
2021,SAWLOG,MBF,WHITE OAK,122.0,25.0,274.0,52.0,175.0
2021,SAWLOG,MBF,WHITE PINE,176.0,63.0,285.0,773.0,168.0
2021,SAWLOG,MBF,YELLOW BIRCH,217.0,63.0,357.0,350.0,150.0
2021,BOLTWOOD,MBF,ASH,145.0,134.0,180.0,3.0,
2021,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2021,BOLTWOOD,MBF,CEDAR,,,,,
2021,BOLTWOOD,MBF,RED OAK,,,,,
2021,BOLTWOOD,MBF,RED/WHITE MAPLE,,,,,111.0
2021,BOLTWOOD,MBF,SUGAR MAPLE,231.0,40.0,382.0,13.0,128.0
2021,BOLTWOOD,MBF,WHITE BIRCH,195.0,25.0,405.0,168.0,168.0
2021,BOLTWOOD,MBF,YELLOW BIRCH,295.0,40.0,312.0,12.0,123.0
2021,FIREWOOD,cord,ALL SPECIES,21.0,8.0,40.0,483.0,24.0
2021,STUDWOOD,ton,OTHER SPECIES,10.0,0.93,29.0,112.0,11.0
2021,STUDWOOD,ton,SPRUCE & FIR,28.0,7.0,52.0,426.0,22.0
2021,PALLETWOOD,MBF,HARDWOOD,99.0,16.0,262.0,430.0,89.0
2021,PALLETWOOD,MBF,SOFTWOOD,50.0,14.0,125.0,325.0,46.0
2021,VENEER,MBF,ASH,309.0,220.0,670.0,30.0,415.0
2021,VENEER,MBF,ASPEN/POPLAR,105.0,80.0,150.0,9.0,
2021,VENEER,MBF,BEECH,,,,,
2021,VENEER,MBF,RED OAK,634.0,250.0,1150.0,239.0,656.0
2021,VENEER,MBF,RED/WHITE MAPLE,635.0,350.0,969.0,12.0,513.0
2021,VENEER,MBF,SUGAR MAPLE,839.0,304.0,1850.0,139.0,824.0
2021,VENEER,MBF,WHITE BIRCH,576.0,200.0,1027.0,141.0,606.0
2021,VENEER,MBF,WHITE OAK,,,,,490.0
2021,VENEER,MBF,YELLOW BIRCH,781.0,200.0,1133.0,129.0,856.0
2021,PULPWOOD,ton,ASPEN/POPLAR,5.0,0.86,18.0,191.0,11.0
2021,PULPWOOD,ton,CEDAR,19.0,6.0,20.0,51.0,13.0
2021,PULPWOOD,ton,HEMLOCK,3.0,0.75,9.0,353.0,4.0
2021,PULPWOOD,ton,MIXED HARDWOOD,5.0,1.0,15.0,972.0,9.0
2021,PULPWOOD,ton,RED PINE,2.0,2.0,3.0,5.0,3.0
2021,PULPWOOD,ton,SPRUCE & FIR,4.0,1.0,11.0,253.0,6.0
2021,PULPWOOD,ton,WHITE PINE,3.0,0.45,7.0,222.0,3.0
2022,BIOMASS,ton,ALL SPECIES,2.0,0.5,14.0,381.0,2.0
2022,SAWLOG,MBF,ASH,221.0,67.0,400.0,359.0,213.0
2022,SAWLOG,MBF,ASPEN/POPLAR,59.0,32.0,220.0,45.0,83.0
2022,SAWLOG,MBF,BEECH,104.0,40.0,320.0,41.0,119.0
2022,SAWLOG,MBF,CEDAR,87.0,61.0,160.0,45.0,101.0
2022,SAWLOG,MBF,HEMLOCK,67.0,25.0,146.0,365.0,62.0
2022,SAWLOG,MBF,RED OAK,321.0,100.0,775.0,390.0,311.0
2022,SAWLOG,MBF,RED PINE,33.0,17.0,100.0,54.0,44.0
2022,SAWLOG,MBF,RED/WHITE MAPLE,195.0,70.0,429.0,340.0,197.0
2022,SAWLOG,MBF,SPRUCE & FIR,174.0,18.0,336.0,360.0,148.0
2022,SAWLOG,MBF,SUGAR MAPLE,315.0,110.0,583.0,342.0,353.0
2022,SAWLOG,MBF,WHITE BIRCH,213.0,60.0,600.0,326.0,160.0
2022,SAWLOG,MBF,WHITE OAK,147.0,45.0,250.0,37.0,122.0
2022,SAWLOG,MBF,WHITE PINE,202.0,10.0,524.0,626.0,176.0
2022,SAWLOG,MBF,YELLOW BIRCH,233.0,60.0,373.0,257.0,217.0
2022,BOLTWOOD,MBF,ASH,,,,,145.0
2022,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2022,BOLTWOOD,MBF,CEDAR,,,,,
2022,BOLTWOOD,MBF,RED OAK,,,,,
2022,BOLTWOOD,MBF,RED/WHITE MAPLE,227.0,224.0,317.0,4.0,
2022,BOLTWOOD,MBF,SUGAR MAPLE,257.0,180.0,325.0,12.0,231.0
2022,BOLTWOOD,MBF,WHITE BIRCH,237.0,75.0,433.0,134.0,195.0
2022,BOLTWOOD,MBF,YELLOW BIRCH,257.0,138.0,284.0,4.0,295.0
2022,FIREWOOD,cord,ALL SPECIES,28.0,2.0,55.0,429.0,21.0
2022,STUDWOOD,ton,OTHER SPECIES,11.0,4.0,29.0,41.0,10.0
2022,STUDWOOD,ton,SPRUCE & FIR,34.0,9.0,71.0,228.0,28.0
2022,PALLETWOOD,MBF,HARDWOOD,96.0,25.0,300.0,400.0,99.0
2022,PALLETWOOD,MBF,SOFTWOOD,61.0,15.0,240.0,315.0,50.0
2022,VENEER,MBF,ASH,389.0,248.0,600.0,12.0,309.0
2022,VENEER,MBF,ASPEN/POPLAR,142.0,100.0,200.0,7.0,105.0
2022,VENEER,MBF,BEECH,,,,,
2022,VENEER,MBF,RED OAK,679.0,275.0,1350.0,209.0,634.0
2022,VENEER,MBF,RED/WHITE MAPLE,876.0,600.0,1100.0,8.0,635.0
2022,VENEER,MBF,SUGAR MAPLE,706.0,383.0,1655.0,109.0,839.0
2022,VENEER,MBF,WHITE BIRCH,590.0,350.0,900.0,79.0,576.0
2022,VENEER,MBF,WHITE OAK,,,,,
2022,VENEER,MBF,YELLOW BIRCH,712.0,217.0,1207.0,80.0,781.0
2022,PULPWOOD,ton,ASPEN/POPLAR,10.0,1.0,18.0,69.0,5.0
2022,PULPWOOD,ton,CEDAR,15.0,11.0,18.0,4.0,19.0
2022,PULPWOOD,ton,HEMLOCK,3.0,1.0,9.0,315.0,3.0
2022,PULPWOOD,ton,MIXED HARDWOOD,8.0,0.5,23.0,763.0,5.0
2022,PULPWOOD,ton,RED PINE,13.0,3.0,14.0,6.0,2.0
2022,PULPWOOD,ton,SPRUCE & FIR,4.0,0.1,17.0,249.0,4.0
2022,PULPWOOD,ton,WHITE PINE,3.0,1.0,35.0,264.0,3.0
2023,BIOMASS,ton,ALL SPECIES,2.0,0.25,5.0,511.0,2.0
2023,SAWLOG,MBF,ASH,248.0,45.0,500.0,384.0,221.0
2023,SAWLOG,MBF,ASPEN/POPLAR,106.0,27.0,185.0,62.0,59.0
2023,SAWLOG,MBF,BEECH,101.0,25.0,274.0,39.0,104.0
2023,SAWLOG,MBF,CEDAR,77.0,50.0,160.0,21.0,87.0
2023,SAWLOG,MBF,HEMLOCK,50.0,11.0,189.0,414.0,67.0
2023,SAWLOG,MBF,RED OAK,285.0,50.0,700.0,465.0,321.0
2023,SAWLOG,MBF,RED PINE,59.0,10.0,125.0,58.0,33.0
2023,SAWLOG,MBF,RED/WHITE MAPLE,187.0,22.0,450.0,365.0,195.0
2023,SAWLOG,MBF,SPRUCE & FIR,143.0,20.0,400.0,470.0,174.0
2023,SAWLOG,MBF,SUGAR MAPLE,274.0,47.0,620.0,329.0,315.0
2023,SAWLOG,MBF,WHITE BIRCH,257.0,48.0,500.0,328.0,213.0
2023,SAWLOG,MBF,WHITE OAK,192.0,50.0,375.0,46.0,147.0
2023,SAWLOG,MBF,WHITE PINE,229.0,4.0,500.0,859.0,202.0
2023,SAWLOG,MBF,YELLOW BIRCH,259.0,40.0,400.0,278.0,233.0
2023,BOLTWOOD,MBF,ASH,136.0,118.0,141.0,3.0,
2023,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2023,BOLTWOOD,MBF,CEDAR,,,,,
2023,BOLTWOOD,MBF,RED OAK,,,,,
2023,BOLTWOOD,MBF,RED/WHITE MAPLE,,,,,227.0
2023,BOLTWOOD,MBF,SUGAR MAPLE,241.0,134.0,358.0,6.0,257.0
2023,BOLTWOOD,MBF,WHITE BIRCH,226.0,50.0,405.0,149.0,237.0
2023,BOLTWOOD,MBF,YELLOW BIRCH,163.0,115.0,285.0,7.0,257.0
2023,FIREWOOD,cord,ALL SPECIES,28.0,4.0,68.0,600.0,28.0
2023,STUDWOOD,ton,OTHER SPECIES,12.0,2.0,44.0,71.0,11.0
2023,STUDWOOD,ton,SPRUCE & FIR,25.0,7.0,73.0,294.0,34.0
2023,PALLETWOOD,MBF,HARDWOOD,105.0,15.0,320.0,471.0,96.0
2023,PALLETWOOD,MBF,SOFTWOOD,92.0,5.0,260.0,374.0,61.0
2023,VENEER,MBF,ASH,434.0,225.0,760.0,24.0,389.0
2023,VENEER,MBF,ASPEN/POPLAR,,,,,142.0
2023,VENEER,MBF,BEECH,,,,,
2023,VENEER,MBF,RED OAK,650.0,111.0,1333.0,255.0,679.0
2023,VENEER,MBF,RED/WHITE MAPLE,513.0,230.0,900.0,7.0,876.0
2023,VENEER,MBF,SUGAR MAPLE,578.0,323.0,1950.0,87.0,706.0
2023,VENEER,MBF,WHITE BIRCH,621.0,300.0,900.0,87.0,590.0
2023,VENEER,MBF,WHITE OAK,,,,,
2023,VENEER,MBF,YELLOW BIRCH,573.0,150.0,1200.0,59.0,712.0
2023,PULPWOOD,ton,ASPEN/POPLAR,12.0,5.0,35.0,98.0,10.0
2023,PULPWOOD,ton,CEDAR,19.0,4.0,25.0,40.0,15.0
2023,PULPWOOD,ton,HEMLOCK,4.0,0.8,14.0,197.0,3.0
2023,PULPWOOD,ton,MIXED HARDWOOD,9.0,2.0,26.0,926.0,8.0
2023,PULPWOOD,ton,RED PINE,2.0,2.0,4.0,3.0,13.0
2023,PULPWOOD,ton,SPRUCE & FIR,5.0,1.0,16.0,291.0,4.0
2023,PULPWOOD,ton,WHITE PINE,2.0,1.0,10.0,285.0,3.0
2024,BIOMASS,ton,ALL SPECIES,1.0,0.1,6.0,587.0,2.0
2024,SAWLOG,MBF,ASH,231.0,40.0,600.0,435.0,248.0
2024,SAWLOG,MBF,ASPEN/POPLAR,76.0,45.0,250.0,97.0,106.0
2024,SAWLOG,MBF,BEECH,115.0,30.0,275.0,49.0,101.0
2024,SAWLOG,MBF,CEDAR,81.0,35.0,182.0,44.0,77.0
2024,SAWLOG,MBF,HEMLOCK,69.0,25.0,240.0,513.0,50.0
2024,SAWLOG,MBF,RED OAK,293.0,70.0,725.0,559.0,285.0
2024,SAWLOG,MBF,RED PINE,67.0,15.0,180.0,97.0,59.0
2024,SAWLOG,MBF,RED/WHITE MAPLE,183.0,30.0,500.0,459.0,187.0
2024,SAWLOG,MBF,SPRUCE & FIR,108.0,20.0,336.0,478.0,143.0
2024,SAWLOG,MBF,SUGAR MAPLE,251.0,36.0,650.0,378.0,274.0
2024,SAWLOG,MBF,WHITE BIRCH,223.0,30.0,500.0,349.0,257.0
2024,SAWLOG,MBF,WHITE OAK,236.0,45.0,484.0,85.0,192.0
2024,SAWLOG,MBF,WHITE PINE,208.0,1.0,450.0,949.0,229.0
2024,SAWLOG,MBF,YELLOW BIRCH,204.0,50.0,525.0,317.0,259.0
2024,BOLTWOOD,MBF,ASH,,,,,136.0
2024,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2024,BOLTWOOD,MBF,BEECH,,,,,
2024,BOLTWOOD,MBF,CEDAR,,,,,
2024,BOLTWOOD,MBF,RED OAK,,,,,
2024,BOLTWOOD,MBF,RED/WHITE MAPLE,,,,,
2024,BOLTWOOD,MBF,SUGAR MAPLE,240.0,240.0,240.0,7.0,241.0
2024,BOLTWOOD,MBF,WHITE BIRCH,185.0,80.0,325.0,104.0,226.0
2024,BOLTWOOD,MBF,WHITE OAK,,,,,
2024,BOLTWOOD,MBF,YELLOW BIRCH,,,,,163.0
2024,FIREWOOD,cord,ALL SPECIES,27.0,5.0,68.0,664.0,28.0
2024,STUDWOOD,ton,OTHER SPECIES,9.0,3.0,80.0,76.0,12.0
2024,STUDWOOD,ton,SPRUCE & FIR,22.0,6.0,67.0,286.0,25.0
2024,PALLETWOOD,MBF,HARDWOOD,100.0,12.0,350.0,555.0,105.0
2024,PALLETWOOD,MBF,SOFTWOOD,53.0,15.0,170.0,484.0,92.0
2024,VENEER,MBF,ASH,511.0,135.0,900.0,54.0,434.0
2024,VENEER,MBF,ASPEN/POPLAR,206.0,100.0,250.0,7.0,
2024,VENEER,MBF,BEECH,,,,,
2024,VENEER,MBF,RED OAK,736.0,184.0,1350.0,316.0,650.0
2024,VENEER,MBF,RED/WHITE MAPLE,528.0,200.0,1200.0,13.0,513.0
2024,VENEER,MBF,SUGAR MAPLE,757.0,200.0,1696.0,125.0,578.0
2024,VENEER,MBF,WHITE BIRCH,579.0,134.0,1430.0,96.0,621.0
2024,VENEER,MBF,WHITE OAK,806.0,520.0,1350.0,6.0,
2024,VENEER,MBF,YELLOW BIRCH,630.0,225.0,1575.0,73.0,573.0
2024,PULPWOOD,ton,ASPEN/POPLAR,9.0,2.0,28.0,112.0,12.0
2024,PULPWOOD,ton,CEDAR,20.0,6.0,30.0,24.0,19.0
2024,PULPWOOD,ton,HEMLOCK,3.0,0.5,8.0,171.0,4.0
2024,PULPWOOD,ton,MIXED HARDWOOD,7.0,1.0,23.0,1077.0,9.0
2024,PULPWOOD,ton,RED PINE,4.0,0.5,8.0,12.0,2.0
2024,PULPWOOD,ton,SPRUCE & FIR,4.0,0.5,30.0,283.0,5.0
2024,PULPWOOD,ton,WHITE PINE,2.0,0.5,10.0,308.0,2.0
